Order_ID,Quantity,Payment_Method
7480,6,Credit Card
7481,7,Debit Card
7482,2,Debit Card
7483,9,Debit Card
7484,4,Debit Card
7485,9,Credit Card
7486,1,Net Banking
7487,8,Credit Card
7488,7,Debit Card
7489,4,Net Banking
7490,10,Net Banking
7491,9,Credit Card
7492,7,Cash on Delivery
7493,6,Net Banking
7494,3,Debit Card
7495,6,Debit Card
7496,5,UPI
7497,5,UPI
7498,3,Credit Card
7499,9,UPI
7500,2,UPI
7501,1,Net Banking
7502,4,Debit Card
7503,3,Credit Card
7504,4,Cash on Delivery
7505,9,UPI
7506,8,Net Banking
7507,5,Credit Card
7508,7,UPI
7509,5,UPI
7510,5,Credit Card
7511,9,UPI
7512,2,Net Banking
7513,6,Credit Card
7514,5,Debit Card
7515,6,Debit Card
7516,4,UPI
7517,4,Cash on Delivery
7518,3,Net Banking
7519,3,UPI
7520,5,Debit Card
7521,2,Debit Card
7522,1,Credit Card
7523,6,Credit Card
7524,5,Credit Card
7525,9,UPI
7526,9,Net Banking
7527,4,Credit Card
7528,6,UPI
7529,8,UPI
7530,6,Credit Card
7531,10,Net Banking
7532,1,Credit Card
7533,3,Credit Card
7534,1,Cash on Delivery
7535,7,Credit Card
7536,5,UPI
7537,2,Debit Card
7538,10,Cash on Delivery
7539,9,UPI
7540,6,Debit Card
7541,10,UPI
7542,6,UPI
7543,4,Credit Card
7544,4,UPI
7545,1,Net Banking
7546,8,Net Banking
7547,1,Net Banking
7548,2,Net Banking
7549,4,Cash on Delivery
7550,9,Cash on Delivery
7551,1,UPI
7552,7,UPI
7553,2,Net Banking
7554,2,Credit Card
7555,3,UPI
7556,4,Cash on Delivery
7557,2,Cash on Delivery
7558,4,Credit Card
7559,6,Debit Card
7560,5,Debit Card
7561,2,Credit Card
7562,10,Debit Card
7563,8,Cash on Delivery
7564,7,Net Banking
7565,9,Cash on Delivery
7566,10,Cash on Delivery
7567,9,Debit Card
7568,3,Credit Card
7569,5,Credit Card
7570,6,UPI
7571,5,UPI
7572,5,UPI
7573,9,Debit Card
7574,10,Credit Card
7575,7,Net Banking
7576,6,Credit Card
7577,7,Debit Card
7578,6,Cash on Delivery
7579,2,Debit Card
7580,10,Debit Card
7581,9,Debit Card
7582,8,UPI
7583,7,Debit Card
7584,2,UPI
7585,6,Cash on Delivery
7586,7,Debit Card
7587,7,Cash on Delivery
7588,10,UPI
7589,5,Cash on Delivery
7590,7,Debit Card
7591,3,UPI
7592,6,Debit Card
7593,4,UPI
7594,10,UPI
7595,7,Net Banking
7596,4,UPI
7597,10,Net Banking
7598,4,UPI
7599,3,Cash on Delivery
7600,7,Debit Card
7601,7,Net Banking
7602,8,Net Banking
7603,7,Net Banking
7604,6,Debit Card
7605,6,Credit Card
7606,3,Credit Card
7607,6,Net Banking
7608,8,UPI
7609,7,Net Banking
7610,8,Cash on Delivery
7611,5,Debit Card
7612,7,UPI
7613,5,Net Banking
7614,2,Cash on Delivery
7615,3,Debit Card
7616,6,UPI
7617,10,Credit Card
7618,3,Cash on Delivery
7619,5,Credit Card
7620,1,Debit Card
7621,9,Net Banking
7622,5,Debit Card
7623,3,Net Banking
7624,9,UPI
7625,4,Credit Card
7626,6,Cash on Delivery
7627,7,Net Banking
7628,3,Debit Card
7629,9,Cash on Delivery
7630,4,Net Banking
7631,10,Net Banking
7632,10,Net Banking
7633,10,Cash on Delivery
7634,4,Cash on Delivery
7635,9,Net Banking
7636,3,Cash on Delivery
7637,7,Debit Card
7638,9,Net Banking
7639,3,Net Banking
7640,7,Net Banking
7641,4,Net Banking
7642,3,Cash on Delivery
7643,6,Debit Card
7644,4,Net Banking
7645,5,Debit Card
7646,7,Cash on Delivery
7647,2,Credit Card
7648,1,UPI
7649,7,Debit Card
7650,2,Debit Card
7651,6,Net Banking
7652,9,Cash on Delivery
7653,10,UPI
7654,5,Debit Card
7655,7,Debit Card
7656,10,Credit Card
7657,5,Cash on Delivery
7658,2,Credit Card
7659,8,Debit Card
7660,5,Credit Card
7661,1,Net Banking
7662,6,Cash on Delivery
7663,1,UPI
7664,2,Cash on Delivery
7665,4,Credit Card
7666,10,Net Banking
7667,10,UPI
7668,9,Cash on Delivery
7669,5,Net Banking
7670,6,Net Banking
7671,5,Cash on Delivery
7672,2,Debit Card
7673,5,UPI
7674,7,Cash on Delivery
7675,3,UPI
7676,10,UPI
7677,2,Cash on Delivery
7678,8,Cash on Delivery
7679,8,UPI
7680,3,Cash on Delivery
7681,3,Credit Card
7682,7,Net Banking
7683,1,UPI
7684,7,UPI
7685,2,Cash on Delivery
7686,10,Cash on Delivery
7687,1,Cash on Delivery
7688,5,Net Banking
7689,9,Credit Card
7690,6,UPI
7691,2,Credit Card
7692,6,Credit Card
7693,5,Debit Card
7694,2,UPI
7695,2,Cash on Delivery
7696,9,Debit Card
7697,10,Net Banking
7698,4,Net Banking
7699,8,Debit Card
7700,5,UPI
7701,5,UPI
7702,5,Credit Card
7703,5,Credit Card
7704,10,Debit Card
7705,7,Net Banking
7706,6,UPI
7707,2,Net Banking
7708,4,Net Banking
7709,4,UPI
7710,4,Cash on Delivery
7711,9,Cash on Delivery
7712,6,UPI
7713,4,UPI
7714,8,Debit Card
7715,1,UPI
7716,2,Net Banking
7717,5,Debit Card
7718,6,Net Banking
7719,8,Net Banking
7720,2,Credit Card
7721,5,UPI
7722,5,UPI
7723,6,UPI
7724,9,Credit Card
7725,2,Net Banking
7726,3,Debit Card
7727,7,Cash on Delivery
7728,6,UPI
7729,8,Debit Card
7730,4,UPI
7731,2,Cash on Delivery
7732,8,Debit Card
7733,4,UPI
7734,2,Cash on Delivery
7735,10,Cash on Delivery
7736,7,Net Banking
7737,1,UPI
7738,7,Net Banking
7739,7,Net Banking
7740,8,Credit Card
7741,1,Credit Card
7742,2,Debit Card
7743,9,Debit Card
7744,5,Cash on Delivery
7745,7,Cash on Delivery
7746,2,Debit Card
7747,1,Credit Card
7748,10,Credit Card
7749,7,UPI
7750,1,Cash on Delivery
7751,10,Cash on Delivery
7752,2,Cash on Delivery
7753,3,Net Banking
7754,6,Debit Card
7755,10,Net Banking
7756,2,UPI
7757,9,Cash on Delivery
7758,4,UPI
7759,6,Credit Card
7760,7,Credit Card
7761,10,Credit Card
7762,5,UPI
7763,9,Cash on Delivery
7764,10,Credit Card
7765,8,UPI
7766,7,Credit Card
7767,7,Credit Card
7768,1,UPI
7769,6,Debit Card
7770,3,Cash on Delivery
7771,1,UPI
7772,10,Debit Card
7773,7,Debit Card
7774,2,Credit Card
7775,5,Net Banking
7776,10,Cash on Delivery
7777,7,Credit Card
7778,9,UPI
7779,7,Debit Card
7780,9,Net Banking
7781,6,UPI
7782,3,Cash on Delivery
7783,2,UPI
7784,1,UPI
7785,1,Net Banking
7786,9,Credit Card
7787,9,Credit Card
7788,5,Debit Card
7789,1,UPI
7790,5,Cash on Delivery
7791,1,Debit Card
7792,10,Debit Card
7793,5,Credit Card
7794,7,Debit Card
7795,10,UPI
7796,4,UPI
7797,3,Credit Card
7798,5,Cash on Delivery
7799,1,Net Banking
7800,4,Net Banking
7801,2,UPI
7802,9,Net Banking
7803,1,Net Banking
7804,9,Cash on Delivery
7805,3,Net Banking
7806,2,UPI
7807,7,UPI
7808,3,UPI
7809,9,Debit Card
7810,10,UPI
7811,9,Cash on Delivery
7812,5,UPI
7813,5,Net Banking
7814,9,Net Banking
7815,4,Credit Card
7816,1,UPI
7817,2,Net Banking
7818,9,Debit Card
7819,9,Net Banking
7820,10,UPI
7821,2,Debit Card
7822,10,Debit Card
7823,4,Debit Card
7824,10,Credit Card
7825,7,Cash on Delivery
7826,1,Credit Card
7827,2,Net Banking
7828,5,UPI
7829,5,Credit Card
7830,1,Net Banking
7831,10,Debit Card
7832,2,Net Banking
7833,6,Debit Card
7834,4,Cash on Delivery
7835,7,UPI
7836,3,Debit Card
7837,1,Cash on Delivery
7838,9,Credit Card
7839,8,Debit Card
7840,6,Debit Card
7841,4,Credit Card
7842,9,UPI
7843,3,UPI
7844,2,Credit Card
7845,5,Cash on Delivery
7846,9,Credit Card
7847,4,Net Banking
7848,6,Debit Card
7849,2,Credit Card
7850,10,Cash on Delivery
7851,6,Cash on Delivery
7852,6,Credit Card
7853,2,Cash on Delivery
7854,7,Cash on Delivery
7855,9,UPI
7856,4,Credit Card
7857,7,Credit Card
7858,9,Net Banking
7859,7,Debit Card
7860,10,Debit Card
7861,5,UPI
7862,8,Debit Card
7863,5,Net Banking
7864,1,UPI
7865,6,Credit Card
7866,6,Credit Card
7867,6,Debit Card
7868,7,Credit Card
7869,4,Net Banking
7870,1,Net Banking
7871,5,Credit Card
7872,8,UPI
7873,8,Credit Card
7874,2,UPI
7875,6,Credit Card
7876,4,Credit Card
7877,5,Credit Card
7878,1,Debit Card
7879,7,Credit Card
7880,10,Cash on Delivery
7881,7,Cash on Delivery
7882,5,Debit Card
7883,2,Debit Card
7884,8,UPI
7885,9,Credit Card
7886,9,Credit Card
7887,5,Credit Card
7888,4,UPI
7889,6,Cash on Delivery
7890,7,Net Banking
7891,1,Debit Card
7892,10,Debit Card
7893,9,Net Banking
7894,9,Net Banking
7895,6,Net Banking
7896,3,Net Banking
7897,1,Credit Card
7898,4,Cash on Delivery
7899,3,Debit Card
7900,3,Credit Card
7901,10,Net Banking
7902,8,Cash on Delivery
7903,6,Cash on Delivery
7904,7,Cash on Delivery
7905,6,UPI
7906,3,Credit Card
7907,1,Cash on Delivery
7908,4,UPI
7909,10,Credit Card
7910,5,Credit Card
7911,5,Debit Card
7912,6,Credit Card
7913,10,UPI
7914,1,Cash on Delivery
7915,9,Credit Card
7916,8,Debit Card
7917,6,Credit Card
7918,9,Debit Card
7919,1,Cash on Delivery
7920,4,Cash on Delivery
7921,4,Debit Card
7922,4,Debit Card
7923,2,Cash on Delivery
7924,5,Net Banking
7925,10,Debit Card
7926,1,Debit Card
7927,6,Debit Card
7928,8,Net Banking
7929,2,Net Banking
7930,7,UPI
7931,1,Cash on Delivery
7932,4,UPI
7933,3,Cash on Delivery
7934,10,Net Banking
7935,2,Credit Card
7936,10,Debit Card
7937,2,UPI
7938,10,Debit Card
7939,3,Net Banking
7940,10,Credit Card
7941,4,Debit Card
7942,6,UPI
7943,1,Debit Card
7944,2,Cash on Delivery
7945,3,Net Banking
7946,7,Credit Card
7947,10,Debit Card
7948,9,Credit Card
7949,9,Debit Card
7950,8,Net Banking
7951,1,Net Banking
7952,10,UPI
7953,7,Net Banking
7954,9,Net Banking
7955,6,Debit Card
7956,6,Credit Card
7957,5,Debit Card
7958,10,Cash on Delivery
7959,4,UPI
7960,1,Debit Card
7961,7,Net Banking
7962,2,Cash on Delivery
7963,3,Credit Card
7964,10,UPI
7965,3,Debit Card
7966,3,Debit Card
7967,3,Cash on Delivery
7968,3,Credit Card
7969,4,Net Banking
7970,6,Net Banking
7971,7,Cash on Delivery
7972,8,Debit Card
7973,9,Cash on Delivery
7974,6,Net Banking
7975,3,Debit Card
7976,7,Cash on Delivery
7977,4,Net Banking
7978,8,Cash on Delivery
7979,9,Credit Card
7980,2,UPI
7981,1,UPI
7982,1,Credit Card
7983,2,Debit Card
7984,4,UPI
7985,1,Debit Card
7986,9,Debit Card
7987,10,Net Banking
7988,1,Cash on Delivery
7989,4,Cash on Delivery
7990,2,Cash on Delivery
7991,9,Credit Card
7992,4,Cash on Delivery
7993,10,Debit Card
7994,9,UPI
7995,7,Credit Card
7996,9,Cash on Delivery
7997,2,Cash on Delivery
7998,3,UPI
7999,2,Credit Card
8000,5,Cash on Delivery
8001,4,UPI
8002,5,Cash on Delivery
8003,4,Debit Card
8004,3,Cash on Delivery
8005,2,Cash on Delivery
8006,8,Cash on Delivery
8007,2,Cash on Delivery
8008,2,Credit Card
8009,10,Credit Card
8010,9,Cash on Delivery
8011,7,Net Banking
8012,7,Net Banking
8013,4,UPI
8014,5,Cash on Delivery
8015,10,Credit Card
8016,5,Cash on Delivery
8017,2,UPI
8018,9,Net Banking
8019,3,UPI
8020,7,Credit Card
8021,5,Cash on Delivery
8022,9,Debit Card
8023,9,Debit Card
8024,2,Net Banking
8025,1,Debit Card
8026,3,Credit Card
8027,10,Credit Card
8028,4,Debit Card
8029,8,Credit Card
8030,6,Debit Card
8031,10,UPI
8032,10,Net Banking
8033,5,Cash on Delivery
8034,7,UPI
8035,10,UPI
8036,6,Credit Card
8037,5,Net Banking
8038,8,Debit Card
8039,3,Net Banking
8040,1,Cash on Delivery
8041,3,Debit Card
8042,2,Net Banking
8043,2,Cash on Delivery
8044,5,Credit Card
8045,4,Credit Card
8046,8,Debit Card
8047,4,UPI
8048,7,UPI
8049,2,Cash on Delivery
8050,1,Debit Card
8051,8,Net Banking
8052,1,UPI
8053,8,Credit Card
8054,1,Cash on Delivery
8055,5,Net Banking
8056,10,Credit Card
8057,2,Credit Card
8058,2,UPI
8059,1,Cash on Delivery
8060,4,UPI
8061,7,Cash on Delivery
8062,7,Credit Card
8063,9,Debit Card
8064,1,Credit Card
8065,7,UPI
8066,8,Cash on Delivery
8067,4,Debit Card
8068,2,Net Banking
8069,7,Debit Card
8070,5,Credit Card
8071,5,Net Banking
8072,9,Net Banking
8073,5,Debit Card
8074,1,UPI
8075,7,Debit Card
8076,9,UPI
8077,9,Debit Card
8078,3,Debit Card
8079,3,Net Banking
8080,4,UPI
8081,3,Credit Card
8082,10,Net Banking
8083,6,Cash on Delivery
8084,6,UPI
8085,3,Net Banking
8086,4,Debit Card
8087,6,Credit Card
8088,8,Net Banking
8089,7,Credit Card
8090,1,Net Banking
8091,5,UPI
8092,4,Cash on Delivery
8093,10,Net Banking
8094,8,Net Banking
8095,3,Debit Card
8096,9,Net Banking
8097,4,UPI
8098,10,Credit Card
8099,4,Net Banking
8100,5,Cash on Delivery
8101,9,Debit Card
8102,4,Cash on Delivery
8103,8,UPI
8104,4,Net Banking
8105,8,Cash on Delivery
8106,4,UPI
8107,8,Credit Card
8108,8,UPI
8109,7,Credit Card
8110,4,Debit Card
8111,9,Cash on Delivery
8112,1,Credit Card
8113,8,Cash on Delivery
8114,1,Net Banking
8115,2,Credit Card
8116,9,Credit Card
8117,5,Cash on Delivery
8118,5,UPI
8119,9,Net Banking
8120,4,Net Banking
8121,3,Net Banking
8122,4,Credit Card
8123,7,Net Banking
8124,4,Net Banking
8125,9,Credit Card
8126,5,Net Banking
8127,4,Cash on Delivery
8128,5,UPI
8129,8,Debit Card
8130,5,Cash on Delivery
8131,7,Net Banking
8132,10,Net Banking
8133,7,UPI
8134,2,Credit Card
8135,5,UPI
8136,1,Net Banking
8137,9,UPI
8138,9,Cash on Delivery
8139,5,Cash on Delivery
8140,6,Credit Card
8141,7,Cash on Delivery
8142,7,UPI
8143,8,Cash on Delivery
8144,10,UPI
8145,7,Net Banking
8146,10,UPI
8147,3,Net Banking
8148,3,UPI
8149,9,UPI
8150,5,Debit Card
8151,7,Credit Card
8152,2,Net Banking
8153,4,Cash on Delivery
8154,6,Cash on Delivery
8155,10,Cash on Delivery
8156,9,Debit Card
8157,6,Net Banking
8158,8,Net Banking
8159,1,Debit Card
8160,5,Net Banking
8161,7,UPI
8162,1,Net Banking
8163,10,Credit Card
8164,9,UPI
8165,7,Credit Card
8166,8,Net Banking
8167,7,UPI
8168,7,Cash on Delivery
8169,9,Cash on Delivery
8170,3,Net Banking
8171,1,UPI
8172,2,UPI
8173,3,Net Banking
8174,9,Net Banking
8175,1,UPI
8176,9,Debit Card
8177,2,Cash on Delivery
8178,9,Cash on Delivery
8179,10,Credit Card
8180,9,Debit Card
8181,6,Debit Card
8182,9,Net Banking
8183,1,Cash on Delivery
8184,4,Net Banking
8185,2,Debit Card
8186,1,UPI
8187,10,Credit Card
8188,10,Net Banking
8189,9,Debit Card
8190,6,Cash on Delivery
8191,5,Net Banking
8192,10,Cash on Delivery
8193,10,Credit Card
8194,2,Credit Card
8195,4,Net Banking
8196,7,Debit Card
8197,8,Debit Card
8198,1,Credit Card
8199,1,Net Banking
8200,9,Net Banking
8201,6,Cash on Delivery
8202,6,UPI
8203,1,Debit Card
8204,5,Credit Card
8205,7,Net Banking
8206,2,Net Banking
8207,2,Credit Card
8208,5,Cash on Delivery
8209,5,Net Banking
8210,8,Credit Card
8211,9,Debit Card
8212,9,Net Banking
8213,3,Net Banking
8214,3,UPI
8215,6,UPI
8216,3,Debit Card
8217,2,UPI
8218,7,Cash on Delivery
8219,9,Net Banking
8220,2,Debit Card
8221,4,Credit Card
8222,3,Credit Card
8223,3,Net Banking
8224,4,Cash on Delivery
8225,10,Net Banking
8226,8,Cash on Delivery
8227,2,Debit Card
8228,1,Net Banking
8229,1,Cash on Delivery
8230,10,Credit Card
8231,7,Cash on Delivery
8232,5,Net Banking
8233,10,Debit Card
8234,10,UPI
8235,2,Credit Card
8236,3,Credit Card
8237,6,Credit Card
8238,9,UPI
8239,6,Debit Card
8240,5,UPI
8241,4,Net Banking
8242,10,Debit Card
8243,3,Debit Card
8244,3,Debit Card
8245,2,Net Banking
8246,4,Cash on Delivery
8247,5,Net Banking
8248,6,Net Banking
8249,8,Net Banking
8250,4,Cash on Delivery
8251,10,Cash on Delivery
8252,1,Net Banking
8253,7,Credit Card
8254,6,Credit Card
8255,7,Credit Card
8256,7,Cash on Delivery
8257,5,UPI
8258,4,UPI
8259,6,Credit Card
8260,6,Cash on Delivery
8261,4,UPI
8262,10,UPI
8263,8,Net Banking
8264,1,Cash on Delivery
8265,5,Debit Card
8266,4,Cash on Delivery
8267,8,Net Banking
8268,2,Net Banking
8269,5,Debit Card
8270,7,UPI
8271,10,UPI
8272,7,Debit Card
8273,3,Debit Card
8274,6,UPI
8275,5,Cash on Delivery
8276,1,UPI
8277,9,Credit Card
8278,9,Debit Card
8279,1,Net Banking
8280,2,UPI
8281,9,Cash on Delivery
8282,9,Cash on Delivery
8283,5,Credit Card
8284,8,UPI
8285,9,UPI
8286,3,Debit Card
8287,10,Debit Card
8288,2,UPI
8289,3,Credit Card
8290,10,Net Banking
8291,5,Net Banking
8292,8,Net Banking
8293,10,UPI
8294,5,UPI
8295,3,Credit Card
8296,2,Credit Card
8297,5,Debit Card
8298,10,Cash on Delivery
8299,5,Credit Card
8300,6,Net Banking
8301,2,Debit Card
8302,3,Cash on Delivery
8303,9,Cash on Delivery
8304,8,Debit Card
8305,5,Cash on Delivery
8306,9,UPI
8307,9,Credit Card
8308,6,Net Banking
8309,7,Cash on Delivery
8310,7,Credit Card
8311,1,UPI
8312,8,Credit Card
8313,4,Cash on Delivery
8314,1,Credit Card
8315,8,Cash on Delivery
8316,6,Credit Card
8317,4,Cash on Delivery
8318,3,Debit Card
8319,10,Credit Card
8320,10,Net Banking
8321,3,Credit Card
8322,6,Net Banking
8323,1,UPI
8324,4,Credit Card
8325,4,Credit Card
8326,6,Credit Card
8327,5,Debit Card
8328,5,Credit Card
8329,1,Cash on Delivery
8330,5,Credit Card
8331,6,UPI
8332,10,Credit Card
8333,7,Cash on Delivery
8334,4,Credit Card
8335,10,Debit Card
8336,8,Debit Card
8337,1,Cash on Delivery
8338,2,Credit Card
8339,2,Net Banking
8340,8,Cash on Delivery
8341,4,Debit Card
8342,4,Net Banking
8343,5,Debit Card
8344,3,Debit Card
8345,10,Debit Card
8346,7,Net Banking
8347,8,Cash on Delivery
8348,10,Debit Card
8349,5,UPI
8350,8,Net Banking
8351,3,Net Banking
8352,10,Net Banking
8353,5,Debit Card
8354,3,Net Banking
8355,9,Credit Card
8356,1,Credit Card
8357,2,Credit Card
8358,7,Cash on Delivery
8359,2,Debit Card
8360,2,Debit Card
8361,8,Credit Card
8362,9,Credit Card
8363,8,Debit Card
8364,2,Net Banking
8365,7,Cash on Delivery
8366,9,Net Banking
8367,3,Net Banking
8368,5,Debit Card
8369,3,UPI
8370,7,Debit Card
8371,10,Cash on Delivery
8372,4,Net Banking
8373,8,UPI
8374,8,Debit Card
8375,9,UPI
8376,3,Net Banking
8377,7,UPI
8378,3,Net Banking
8379,3,Cash on Delivery
8380,10,Credit Card
8381,1,Debit Card
8382,7,Debit Card
8383,7,Debit Card
8384,3,UPI
8385,5,UPI
8386,8,Debit Card
8387,8,Credit Card
8388,6,Debit Card
8389,4,Debit Card
8390,3,Debit Card
8391,6,Net Banking
8392,3,Credit Card
8393,5,Debit Card
8394,9,UPI
8395,6,Cash on Delivery
8396,8,Debit Card
8397,6,Net Banking
8398,2,Net Banking
8399,3,Cash on Delivery
8400,2,Credit Card
8401,4,Cash on Delivery
8402,9,Net Banking
8403,3,Debit Card
8404,7,Cash on Delivery
8405,5,Net Banking
8406,1,Cash on Delivery
8407,9,Credit Card
8408,10,Cash on Delivery
8409,3,Debit Card
8410,3,Credit Card
8411,5,Cash on Delivery
8412,10,UPI
8413,5,Credit Card
8414,2,Debit Card
8415,10,Credit Card
8416,3,Net Banking
8417,5,Net Banking
8418,1,Net Banking
8419,5,UPI
8420,8,UPI
8421,7,Cash on Delivery
8422,3,Cash on Delivery
8423,4,Cash on Delivery
8424,9,Cash on Delivery
8425,10,Debit Card
8426,8,UPI
8427,2,Debit Card
8428,2,UPI
8429,4,Cash on Delivery
8430,3,Debit Card
8431,4,Debit Card
8432,3,Cash on Delivery
8433,3,UPI
8434,5,Credit Card
8435,3,Credit Card
8436,3,Credit Card
8437,6,Net Banking
8438,2,UPI
8439,3,Cash on Delivery
8440,7,Net Banking
8441,8,UPI
8442,3,Net Banking
8443,6,Credit Card
8444,1,UPI
8445,1,Net Banking
8446,10,Net Banking
8447,5,UPI
8448,7,Cash on Delivery
8449,5,Cash on Delivery
8450,9,Net Banking
8451,7,Cash on Delivery
8452,1,Credit Card
8453,3,Cash on Delivery
8454,8,Cash on Delivery
8455,2,Net Banking
8456,1,Debit Card
8457,2,Credit Card
8458,7,Debit Card
8459,4,Debit Card
8460,9,Cash on Delivery
8461,1,Cash on Delivery
8462,7,Net Banking
8463,6,Cash on Delivery
8464,3,UPI
8465,8,Debit Card
8466,10,UPI
8467,2,Credit Card
8468,9,Net Banking
8469,4,UPI
8470,1,Net Banking
8471,2,UPI
8472,9,Credit Card
8473,8,UPI
8474,2,Cash on Delivery
8475,5,Net Banking
8476,1,Net Banking
8477,5,UPI
8478,9,Credit Card
8479,5,Cash on Delivery
8480,2,UPI
8481,6,Credit Card
8482,7,UPI
8483,9,Net Banking
8484,1,Cash on Delivery
8485,5,Cash on Delivery
8486,9,Net Banking
8487,2,Net Banking
8488,8,Net Banking
8489,7,UPI
8490,3,Debit Card
8491,7,UPI
8492,10,Cash on Delivery
8493,6,UPI
8494,5,UPI
8495,5,Credit Card
8496,4,Debit Card
8497,3,Debit Card
8498,4,Debit Card
8499,9,Debit Card
8500,10,Cash on Delivery
8501,3,UPI
8502,2,Cash on Delivery
8503,1,Credit Card
8504,8,Debit Card
8505,10,Debit Card
8506,2,Debit Card
8507,8,Credit Card
8508,2,UPI
8509,3,UPI
8510,4,Debit Card
8511,3,Net Banking
8512,10,Credit Card
8513,8,Cash on Delivery
8514,6,Cash on Delivery
8515,1,Net Banking
8516,9,Cash on Delivery
8517,10,Net Banking
8518,5,Cash on Delivery
8519,8,UPI
8520,2,Debit Card
8521,4,Cash on Delivery
8522,4,Cash on Delivery
8523,5,Net Banking
8524,2,Credit Card
8525,6,Cash on Delivery
8526,10,UPI
8527,8,UPI
8528,6,Debit Card
8529,3,Debit Card
8530,7,Cash on Delivery
8531,6,Debit Card
8532,6,UPI
8533,10,UPI
8534,1,UPI
8535,7,Credit Card
8536,6,Cash on Delivery
8537,8,Net Banking
8538,5,Net Banking
8539,6,Cash on Delivery
8540,1,Credit Card
8541,5,UPI
8542,2,Debit Card
8543,10,Credit Card
8544,10,Net Banking
8545,8,Net Banking
8546,10,UPI
8547,9,Cash on Delivery
8548,7,Cash on Delivery
8549,3,UPI
8550,8,Credit Card
8551,7,Credit Card
8552,7,Cash on Delivery
8553,2,Debit Card
8554,8,Net Banking
8555,4,Cash on Delivery
8556,4,Cash on Delivery
8557,5,Cash on Delivery
8558,5,Cash on Delivery
8559,3,Debit Card
8560,1,UPI
8561,8,Debit Card
8562,10,UPI
8563,2,Debit Card
8564,10,UPI
8565,5,Credit Card
8566,3,Credit Card
8567,3,Debit Card
8568,1,Debit Card
8569,3,Credit Card
8570,5,Cash on Delivery
8571,8,UPI
8572,5,Debit Card
8573,5,Net Banking
8574,4,Cash on Delivery
8575,8,UPI
8576,5,Debit Card
8577,1,Debit Card
8578,7,Cash on Delivery
8579,7,Cash on Delivery
8580,3,Cash on Delivery
8581,8,Credit Card
8582,8,Cash on Delivery
8583,5,Net Banking
8584,4,Net Banking
8585,10,Cash on Delivery
8586,7,Cash on Delivery
8587,7,Credit Card
8588,2,Debit Card
8589,10,Cash on Delivery
8590,9,UPI
8591,1,Debit Card
8592,3,UPI
8593,7,Cash on Delivery
8594,8,Cash on Delivery
8595,1,Net Banking
8596,4,Cash on Delivery
8597,3,Credit Card
8598,3,UPI
8599,9,Credit Card
8600,10,Credit Card
8601,4,Debit Card
8602,3,Net Banking
8603,1,Cash on Delivery
8604,9,UPI
8605,3,UPI
8606,3,UPI
8607,7,Debit Card
8608,7,Debit Card
8609,10,UPI
8610,2,Net Banking
8611,1,Credit Card
8612,8,Credit Card
8613,2,Net Banking
8614,8,Cash on Delivery
8615,9,Credit Card
8616,9,Net Banking
8617,5,Net Banking
8618,1,Debit Card
8619,5,Credit Card
8620,1,UPI
8621,3,UPI
8622,10,Net Banking
8623,9,Net Banking
8624,9,Credit Card
8625,7,Cash on Delivery
8626,10,UPI
8627,7,Net Banking
8628,10,Debit Card
8629,10,Credit Card
8630,4,Net Banking
8631,6,Debit Card
8632,10,Credit Card
8633,9,Net Banking
8634,7,Credit Card
8635,4,Debit Card
8636,1,Net Banking
8637,3,Net Banking
8638,7,Debit Card
8639,10,Cash on Delivery
8640,8,Credit Card
8641,6,Cash on Delivery
8642,7,Cash on Delivery
8643,7,Cash on Delivery
8644,8,Credit Card
8645,1,Net Banking
8646,1,Net Banking
8647,1,Net Banking
8648,3,Cash on Delivery
8649,2,Debit Card
8650,4,UPI
8651,3,Debit Card
8652,4,Net Banking
8653,5,Net Banking
8654,10,Cash on Delivery
8655,7,Debit Card
8656,3,UPI
8657,3,Cash on Delivery
8658,2,Net Banking
8659,5,UPI
8660,6,Debit Card
8661,2,Credit Card
8662,9,UPI
8663,3,Cash on Delivery
8664,2,Cash on Delivery
8665,1,UPI
8666,8,Debit Card
8667,8,UPI
8668,10,UPI
8669,3,UPI
8670,8,Cash on Delivery
8671,7,Credit Card
8672,3,UPI
8673,2,Cash on Delivery
8674,4,Debit Card
8675,6,Credit Card
8676,7,Cash on Delivery
8677,6,UPI
8678,9,Cash on Delivery
8679,9,UPI
8680,5,Debit Card
8681,9,UPI
8682,9,Net Banking
8683,2,Net Banking
8684,5,Cash on Delivery
8685,6,UPI
8686,7,Debit Card
8687,1,Cash on Delivery
8688,3,Cash on Delivery
8689,4,Debit Card
8690,1,Cash on Delivery
8691,5,Cash on Delivery
8692,4,Credit Card
8693,5,Debit Card
8694,2,Debit Card
8695,7,Cash on Delivery
8696,10,UPI
8697,7,UPI
8698,1,Net Banking
8699,5,UPI
8700,9,UPI
8701,6,Debit Card
8702,1,Credit Card
8703,2,Credit Card
8704,7,UPI
8705,1,Cash on Delivery
8706,6,Cash on Delivery
8707,2,Net Banking
8708,9,Credit Card
8709,5,Debit Card
8710,1,Debit Card
8711,5,UPI
8712,8,Cash on Delivery
8713,9,Cash on Delivery
8714,9,Debit Card
8715,1,Debit Card
8716,6,UPI
8717,9,Net Banking
8718,7,Debit Card
8719,6,Net Banking
8720,2,Net Banking
8721,3,UPI
8722,6,Net Banking
8723,4,Credit Card
8724,1,Credit Card
8725,10,Credit Card
8726,8,UPI
